v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),,,
ham,Did u download the fring app?,,,
ham,Thanx but my birthday is over already.,,,
ham,"I want to show you the world, princess :) how about europe?",,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,,,
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",,,
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,
ham,Also remember to get dobby's bowl from your car,,,
ham,Will do. Have a good day,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
ham,Are you wet right now?,,,
ham,Wat time r Ì_ going to xin's hostel?,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,He dint tell anything. He is angry on me that why you told to abi.,,,
ham,Ok no prob... I'll come after lunch then...,,,
ham,U repeat e instructions again. Wat's e road name of ur house?,,,
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,,,
ham,I love to cuddle! I want to hold you in my strong arms right now...,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
ham,ÌÏ come lt 25 n pass to me lar,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
ham,How much i gave to you. Morning.,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,"G says you never answer your texts, confirm/deny",,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,,,
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
ham,Ok. Me watching tv too.,,,
ham,Where do you need to go to get it?,,,
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,
ham,East coast,,,
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
ham,Send to someone else :-),,,
ham,"Ask g or iouri, I've told the story like ten times already",,,
ham,I liked your new house,,,
ham,"Yes obviously, but you are the eggs-pert and the potato head‰Û_ Speak soon! ",,,
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,,,
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",,,
ham,Ok... U enjoy ur shows...,,,
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,,,
ham,"Sorry,in meeting I'll call later",,,
ham,Lol well don't do it without me. We could have a big sale together.,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",,,
ham,it's really getting me down just hanging around.,,,
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",,,
ham,Change windows logoff sound..,,,
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",,,
ham,"Cool, I'll text you when I'm on the way",,,
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",,,
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,,,
ham,Yes just finished watching days of our lives. I love it.,,,
ham,Good morning princess! Happy New Year!,,,
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
ham,Dai  &lt;#&gt;  naal eruku.,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,Am okay. Will soon be over. All the best,,,
ham,So gd got free ice cream... I oso wan...,,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,,,
ham,Okay... I booked all already... Including the one at bugis.,,,
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,,,
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",,,
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,i can call in  &lt;#&gt;  min if thats ok,,,
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,,,
ham,ÌÏ still attending da talks?,,,
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,,,
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,,,
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,,,
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",,,
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,Yes when is the appt again?,,,
ham,Are you up for the challenge? I know i am :),,,
ham,"Sir, waiting for your letter.",,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",,,
ham,"Yeah, don't go to bed, I'll be back before midnight",,,
ham,"whatever, im pretty pissed off.",,,
ham,Friends that u can stay on fb chat with,,,
ham,Okie,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
ham,"I'm in a meeting, call me later at",,,
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,,,
ham,Wat r u doing now?,,,
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",,,
ham,"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place ",,,
ham,He remains a bro amongst bros,,,
ham,Yes da. Any plm at ur office,,,
ham,"Yo, you around? Just got my car back",,,
ham,With my sis lor... We juz watched italian job.,,,
ham,Some are lasting as much as 2 hours. You might get lucky.,,,
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,,,
ham,I don't know but I'm raping dudes at poker,,,
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",,,
ham,In work now. Going have in few min.,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,Should i send you naughty pix? :),,,
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,,,
ham,I am great princess! What are you thinking about me? :),,,
ham,Fine am simply sitting.,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
